,quote,author,tags
101,“But better to get hurt by the truth than comforted with a lie.”,Khaled Hosseini,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
102,“You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.”,Harper Lee,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
103,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
104,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
105,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
106,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
107,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
108,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
109,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
110,“Never tell the truth to people who are not worthy of it.”,Mark Twain,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
111,"“A person's a person, no matter how small.”",Dr. Seuss,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
112,"“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",George R.R. Martin,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
113,"“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",George R.R. Martin,"['truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind', 'truth', 'death', 'life', 'adventure', 'love', 'courage', 'life', 'better-life-empathy', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing', 'truth', 'inspirational', 'books', 'mind']"
